ID,Inertia,Proactive,Flexibility
1125,0.65,0.35,0.14
1126,0.28,0.34,0.12
1127,0.49,0.30,-0.23
1129,0.15,0.32,-0.04
1130,-0.46,-0.06,0.24
1132,-0.26,0.31,-0.13
1133,-0.49,-0.16,-0.24
1134,0.11,-0.19,-0.02
1135,0.33,0.38,0.35
1136,-0.27,-0.04,0.24
1137,-0.16,0.14,-0.46
1139,-0.44,0.34,0.06
1140,-0.13,-0.11,-0.08
1141,0.41,-0.04,0.22
1142,0.41,-0.08,0.14
1143,0.33,0.29,0.39
1144,0.04,0.54,-0.01
1145,0.53,0.32,-0.07
1146,-0.62,0.63,0.20
1147,-0.49,0.65,0.32
1149,-0.63,0.39,0.39
1151,0.04,0.28,0.06
1153,0.65,-0.12,0.10
1155,0.35,-0.53,-0.01
1156,0.11,0.22,0.08
1157,0.83,-0.60,-0.06
1159,0.85,-0.12,-0.61
1161,-0.98,-0.16,0.00
1162,-0.82,-0.10,0.22
1163,0.05,0.05,-0.25
1164,-0.20,-0.16,0.22
1165,0.35,-0.28,0.04
1166,0.64,0.22,0.32
1167,-0.25,-0.34,-0.41
1169,-0.07,-0.44,0.18
1170,0.09,0.40,0.48
1171,0.35,0.31,-0.12
1172,-0.14,0.18,0.26
1173,-0.27,0.37,0.28
1174,-0.20,0.22,-0.12
1176,0.59,0.78,-0.06
1178,0.36,-0.16,-0.20
1179,0.35,-0.03,-0.18
1181,-0.69,0.30,0.21
1182,-0.61,0.32,-0.10
1183,-0.13,0.43,-0.12
1184,0.48,-0.11,0.13
1185,0.64,0.22,0.55
1188,0.48,0.09,0.03
1189,-0.01,-0.05,0.15
1190,-0.03,-0.16,0.21
1191,0.49,-0.17,-0.31
1192,-0.44,0.33,0.02
1193,-0.08,0.17,0.18
1194,-0.14,0.37,0.28
1195,-0.43,0.13,-0.12
1196,-0.32,-0.09,-0.14
1197,0.37,0.08,-0.43
1198,0.00,0.32,-0.06
1202,0.67,-0.27,-0.37
1203,-0.55,-0.01,-0.04
1204,-0.15,-0.28,0.41
1205,0.28,0.43,-0.10
1206,-0.66,0.54,0.62
1207,-0.18,-0.20,-0.47
1208,-0.38,0.35,0.13
1209,-0.55,-0.15,0.02
1210,-0.33,-0.21,0.07
1211,0.29,-0.24,-0.16
1212,0.50,-0.14,-0.50
1213,-0.07,0.01,0.14
1214,-0.81,0.38,-0.11
1215,-0.21,0.37,0.28
1217,-0.10,0.30,0.27
1218,-1.17,0.34,0.27
1219,0.34,0.16,0.09
1220,-0.91,-0.54,-0.11
1221,0.49,-0.44,-0.23
1223,0.24,0.10,-0.10
1225,0.18,-0.30,-0.11
1226,-0.06,-0.20,-0.09
1227,0.46,-0.21,-0.11
1228,1.00,0.87,0.62
1229,-0.07,-0.58,0.29
1230,0.83,-0.51,-0.10
1232,-0.60,-0.27,-0.36
1233,-0.27,0.02,0.16
1234,0.27,0.19,0.31
1235,0.24,0.32,-0.09
1236,0.49,-0.30,-0.16
1237,-0.07,-0.01,0.21
1238,-0.64,0.13,0.08
1239,-0.26,-0.08,0.11
1241,0.17,0.18,-0.01
1242,0.03,0.18,0.25
1243,-0.06,0.29,-0.28
1244,-0.03,0.30,0.27
1245,-0.19,-0.20,-0.09
1246,0.05,-0.42,-0.12
1247,0.16,0.43,0.26
1248,0.41,-0.27,0.07
1249,0.47,0.25,0.13
1250,-0.18,-0.72,-0.33
1251,0.34,0.13,0.14
1252,-0.26,0.37,-0.12
1253,0.66,0.24,-0.16
1254,-0.26,-0.42,0.11
1255,-0.20,0.46,0.09
1256,-0.06,-0.16,-0.21
1257,-0.45,0.37,0.29
1258,0.17,0.23,0.18
1260,0.34,-0.13,0.21
1261,0.35,0.31,-0.14
1262,0.49,-0.28,-0.22
1263,-0.32,0.43,0.29
1264,-0.31,0.02,-0.04
1265,0.28,-0.15,0.05
1266,-0.19,0.23,-0.22
1267,0.41,-0.25,0.24
1268,-0.50,-0.67,-0.14
1269,-0.44,0.06,0.07
1270,0.45,0.87,0.63
1271,0.17,0.08,0.16
1272,-0.33,-0.27,0.04
1273,0.11,0.29,-0.04
1274,-0.61,0.14,-0.07
1275,0.17,0.10,0.13
1276,-0.13,0.33,-0.03
1277,-0.51,-0.25,0.24
1278,-0.68,-0.89,0.17
1279,-0.28,0.38,0.36
1280,0.01,0.47,-0.55
1281,0.42,-0.36,-0.15
1282,-0.27,0.36,0.20
1283,-0.33,0.05,0.20
1284,-0.07,0.34,0.05
1285,-0.53,-0.11,-0.35
1286,-0.07,0.07,-0.37
1287,0.04,-0.11,0.12
1288,0.33,0.05,0.44
1289,0.35,0.48,-0.25
1290,-0.13,-0.32,0.12
1291,-0.12,-0.16,-0.23
1292,0.52,-0.13,0.21
1293,0.10,0.08,0.16
1294,-0.28,0.39,0.41
1295,-0.51,-0.05,0.08
1296,-0.38,0.15,0.20
1297,0.10,-0.14,0.34
1298,0.24,-0.46,-0.01
1301,0.48,0.33,0.03
1303,0.79,-0.12,-0.15
1305,0.17,0.34,0.09
1308,-0.43,0.02,-0.29
1310,0.35,0.00,-0.12
1314,0.22,-0.49,0.01
1316,0.36,-0.28,-0.21
1320,0.03,0.30,-0.24
1321,-0.14,0.11,0.15
1324,0.12,-0.08,-0.26
1325,0.11,0.22,0.08
1326,0.10,0.15,0.27
1327,-0.26,-0.32,-0.10
1328,-0.61,-0.10,-0.02
1330,0.04,0.35,0.17
1336,-0.61,0.33,-0.02
1338,0.10,0.60,0.23
1339,0.11,-0.01,0.00
1340,0.48,-0.30,0.11
1344,0.05,0.09,-0.19
1346,-0.62,-0.01,0.17
1348,0.52,-0.04,0.22
1350,-0.07,-0.97,0.07
1351,-0.63,-0.78,0.16
1352,0.36,-0.46,-0.38
1353,-1.16,0.25,-0.12
1354,0.05,-0.79,-0.17
1359,-0.14,0.50,0.12
1360,-0.44,0.39,-0.04
1362,-0.54,0.25,-0.13
1366,-0.54,-0.14,-0.08
1368,0.34,-0.05,0.14
1372,0.42,-0.29,-0.04
1373,-0.32,0.13,-0.15
1374,0.27,0.15,0.45
1384,0.17,0.26,-0.07
1385,0.17,-0.11,-0.06
1386,-0.56,0.30,0.23
1387,-0.01,0.42,0.23
1388,-0.97,0.52,-0.39
1389,-0.80,0.43,0.25
1391,0.16,0.37,0.27
1392,0.18,-0.34,-0.01
1393,0.36,-0.11,-0.32
1395,0.36,-0.51,-0.32
1398,-0.46,-0.06,0.24
1400,0.45,0.04,0.10
1401,-0.69,0.17,0.35
1404,-0.18,-0.30,-0.33
1405,-0.06,-0.08,-0.08
1406,-0.33,-0.29,-0.02
1407,-0.33,-0.16,0.02
1408,0.44,0.38,0.37
1409,-0.07,-0.22,0.01
1410,0.18,0.26,-0.07
1411,0.42,-0.11,-0.27
1412,0.18,-0.04,-0.02
1413,0.36,-0.37,-0.22
1414,-0.13,0.32,-0.05
1415,-0.99,-0.03,0.27
1416,0.05,-0.14,-0.07
1417,-1.16,0.38,-0.08
1418,-0.12,0.09,-0.44
1419,0.47,0.18,0.25
1420,-0.44,-0.13,-0.03
1422,0.28,-0.05,-0.08
1423,0.16,-0.44,-0.05
1424,0.00,0.03,-0.17
1425,0.30,0.22,0.07
1426,-0.26,0.09,-0.16
1427,-1.17,0.37,0.30
1428,0.17,0.35,0.15
1429,-1.17,0.05,0.37
1431,0.35,0.49,-0.17
1432,0.10,0.11,0.17
1433,0.29,-0.19,0.03
1434,0.20,-0.11,-0.11
1435,-0.62,0.33,0.01
1436,0.35,-0.03,0.02
1437,-0.03,0.36,0.20
1438,-0.24,-0.09,-0.17
1439,0.45,0.34,0.06
1442,0.52,-0.07,0.21
1443,0.48,0.30,-0.17
1446,0.03,0.43,0.28
1448,0.04,0.12,0.04
1449,0.05,-0.36,-0.15
1451,0.78,-0.40,-0.42
1452,0.74,-0.90,-0.50
1453,-0.26,0.40,0.49
1454,0.46,-0.09,0.03
1455,0.17,0.60,0.00
1460,-1.15,0.17,-0.31
1461,0.04,-0.02,0.10
1462,0.34,0.35,0.14
1463,0.42,0.04,-0.10
1464,0.66,-0.14,-0.31
1465,0.65,0.75,0.18
1466,0.04,0.27,0.04
1467,-0.02,0.13,-0.11
1470,-0.26,0.32,-0.07
1471,0.77,0.55,0.27
1472,-0.14,0.40,0.05
1473,0.35,0.38,-0.08
1475,-0.62,-0.32,0.11
1476,0.18,0.05,-0.05
1478,-0.13,-0.28,0.00
1479,0.35,0.03,-0.18
1480,0.18,0.31,-0.16
1484,0.52,0.38,-0.06
1489,-0.16,0.41,0.16
1492,0.42,-0.13,-0.20
1493,-0.68,0.52,0.06
1494,-0.69,0.19,0.27
1495,-0.79,-0.27,0.06
1496,-0.80,0.31,0.29
1497,1.05,0.30,-0.67
1499,0.42,-0.49,-0.14
1501,-0.68,0.11,-0.04
1505,-0.20,0.39,-0.02
1511,0.34,0.09,0.24
1524,-0.26,-0.28,0.03
1526,0.35,-0.32,-0.07
1531,0.34,-0.08,0.12
1533,0.36,-0.13,0.21
1542,-0.03,-0.59,0.16
1543,-0.06,-0.08,-0.08
1680,0.08,0.87,0.64
1690,0.42,0.37,-0.14
1692,-0.60,-0.40,-0.43
1710,-0.27,0.04,0.35
1720,0.42,-0.18,-0.12
1723,-0.27,0.80,0.08
1727,0.96,0.33,0.03
1747,-0.57,-0.08,0.11
1764,-0.43,0.54,-0.25
1765,0.35,0.39,0.02
1766,0.10,0.53,0.11
1767,0.04,0.33,0.02
1768,0.05,-0.29,-0.03
1769,-0.13,-0.17,-0.06
1770,0.27,0.41,0.18
1771,0.60,0.16,-0.31
1772,0.35,0.31,-0.12
1773,0.47,0.20,0.15
1774,-0.62,0.14,0.19
1775,0.75,-0.22,0.42
1776,0.41,-0.08,0.16
1778,0.31,0.05,-0.05
1779,0.16,0.20,0.38
1783,0.47,0.11,0.16
1786,0.34,0.21,0.07
1789,-0.61,0.11,-0.04
1792,0.24,0.38,-0.05
1793,-0.21,0.84,0.36
1794,0.34,-0.08,0.12
1795,0.36,0.04,-0.30
1796,0.47,0.35,0.16
1798,-0.75,-0.11,0.36
1804,0.35,0.39,0.02
1811,-0.32,0.31,0.28
1812,0.04,-0.16,0.01
1813,0.66,0.39,-0.19
1824,0.35,0.06,0.05
1831,0.42,0.02,-0.20
1838,-0.14,-0.05,0.10
1844,-0.26,0.20,-0.02
1862,0.78,0.29,0.20
1871,-0.21,0.21,0.26
1879,-0.13,0.31,-0.11
1882,-0.06,-0.08,-0.08
1884,-0.19,-0.22,-0.19
1892,0.34,0.15,0.24
1895,-0.12,-0.31,-0.43
1896,0.35,0.48,0.03
1897,0.22,0.27,0.01
1899,0.49,-0.30,-0.12
1900,-0.26,0.32,-0.05
1901,-0.21,0.55,0.25
1902,-0.13,0.09,-0.16
1903,0.67,-0.62,-0.24
1904,0.23,0.22,0.28
1905,0.23,0.35,0.15
1909,0.49,0.02,-0.23
1912,0.58,-0.16,0.20
1913,-0.17,-0.64,-0.17
